precinct,county,parish_name,rep_votes,dem_votes,total_votes,votes_needed,OBJECTID
5-2,22045,Iberia,64,86,150,18,1120
8-3,22045,Iberia,361,86,447,54,8805
34,22051,Jefferson,267,86,353,42,1463
46,22051,Jefferson,117,86,203,24,1366
97,22051,Jefferson,165,86,251,30,1349
130,22051,Jefferson,90,86,176,21,1398
8A,22053,Jefferson Davis,10,86,96,11,15548
43,22055,Lafayette,258,86,344,41,1549
45,22055,Lafayette,286,86,372,45,1562
50,22055,Lafayette,10,86,96,11,1577
93,22055,Lafayette,220,86,306,37,1571
12,22063,Livingston,232,86,318,38,1810
33,22067,Morehouse,25,86,111,13,1896
C30,22079,Rapides,258,86,344,41,2510
N20,22079,Rapides,623,86,709,85,2532
41,22087,St. Bernard,140,86,226,27,2702
3-2A,22097,St. Landry,138,86,224,27,8485
42A,22105,Tangipahoa,90,86,176,21,3187
33,22119,Webster,224,86,310,37,3547
1-2A,22001,Acadia,125,87,212,25,48
25,22005,Ascension,330,87,417,50,107
112,22017,Caddo,208,87,295,35,9761
362,22019,Calcasieu,379,87,466,56,526
315W,22019,Calcasieu,124,87,211,25,575
14,22041,Franklin,185,87,272,32,1086
25,22049,Jackson,252,87,339,41,1236
31,22051,Jefferson,263,87,350,42,1267
48,22055,Lafayette,169,87,256,30,1587
24,22063,Livingston,771,87,858,103,1797
9-28C,22071,Orleans,1,87,88,10,2338
6-8,22097,St. Landry,227,87,314,37,2813
810,22103,St. Tammany,222,87,309,37,3090
48,22105,Tangipahoa,32,87,119,14,3202
110,22105,Tangipahoa,312,87,399,48,3214
5-3,22125,West Feliciana,15,87,102,12,16815
76,22005,Ascension,434,88,522,63,15216
31,22027,Claiborne,151,88,239,28,677
9,22035,East Carroll,15,88,103,12,956
12-5,22045,Iberia,54,88,142,17,9114
40,22051,Jefferson,185,88,273,33,1479
10-16,22057,Lafourche,104,88,192,23,1699
12-8,22071,Orleans,45,88,133,16,1991
28,22073,Ouachita,57,88,145,17,2382
72,22073,Ouachita,241,88,329,39,2428
C31,22079,Rapides,278,88,366,44,2563
4-4A,22099,St. Martin,44,88,132,15,2898
16,22101,St. Mary,189,88,277,33,2966
106,22103,St. Tammany,431,88,519,62,3029
912,22103,St. Tammany,36,88,124,15,3080
89,22109,Terrebonne,393,88,481,58,3279
77,22005,Ascension,319,89,408,49,15215
156,22017,Caddo,84,89,173,20,415
4,22037,East Feliciana,249,89,338,40,14573
10-2,22045,Iberia,163,89,252,30,1140
13-G,22051,Jefferson,156,89,245,29,1417
185A,22051,Jefferson,158,89,247,29,1259
67,22055,Lafayette,370,89,459,55,1613
69,22055,Lafayette,147,89,236,28,1636
1,22063,Livingston,561,89,650,78,1856
4-3,22071,Orleans,1,89,90,10,2320
9-43H,22071,Orleans,0,89,89,10,2259
53,22087,St. Bernard,64,89,153,18,2687
405,22103,St. Tammany,275,89,364,44,3006
911,22103,St. Tammany,387,89,476,57,3056
120A,22105,Tangipahoa,478,89,567,68,3171
12,22017,Caddo,334,90,424,51,429
162,22017,Caddo,341,90,431,52,9752
302,22019,Calcasieu,35,90,125,15,579
316E,22019,Calcasieu,51,90,141,17,530
11-3,22045,Iberia,171,90,261,31,1153
90,22051,Jefferson,231,90,321,38,1275
23A,22063,Livingston,240,90,330,39,1823
1-5,22069,Natchitoches,0,90,90,10,1948
4-7,22071,Orleans,23,90,113,13,2157
9-29,22071,Orleans,8,90,98,11,2171
31,22087,St. Bernard,122,90,212,25,2682
204,22103,St. Tammany,368,90,458,55,3134
13,22005,Ascension,360,91,451,54,135
27,22005,Ascension,405,91,496,60,141
4-2,22009,Avoyelles,355,91,446,53,189
25,22011,Beauregard,229,91,320,38,226
366,22019,Calcasieu,237,91,328,39,515
23,22051,Jefferson,87,91,178,21,1335
76,22055,Lafayette,402,91,493,59,1545
15-3,22071,Orleans,28,91,119,14,2121
4-20,22071,Orleans,165,91,256,30,2127
32,22083,Richland,164,91,255,30,2612
2-2,22091,St. Helena,80,91,171,20,2747
3-4,22099,St. Martin,111,91,202,24,2940
307,22103,St. Tammany,353,91,444,53,3102
MD1,22103,St. Tammany,304,91,395,47,3144
1-6,22115,Vernon,59,91,150,18,3476
28,22119,Webster,348,91,439,53,3570
406,22019,Calcasieu,278,92,370,44,560
33,22051,Jefferson,210,92,302,36,1399
39,22051,Jefferson,246,92,338,40,1441
4-W,22051,Jefferson,108,92,200,24,1358
21,22063,Livingston,466,92,558,67,1827
17-19,22071,Orleans,161,92,253,30,2303
33,22073,Ouachita,635,92,727,87,2395
C32,22079,Rapides,195,92,287,34,2530
3,22083,Richland,101,92,193,23,2626
8-3,22099,St. Martin,349,92,441,53,2897
805,22103,St. Tammany,343,92,435,52,3091
20,22005,Ascension,291,93,384,46,98
104,22017,Caddo,546,93,639,77,419
365,22019,Calcasieu,399,93,492,59,498
14,22037,East Feliciana,62,93,155,18,14566
14,22047,Iberville,111,93,204,24,1202
5-K,22051,Jefferson,544,93,637,77,1354
1-2,22057,Lafourche,90,93,183,22,1685
4-2,22057,Lafourche,178,93,271,32,1666
9-35,22071,Orleans,0,93,93,11,2179
9-5,22071,Orleans,4,93,97,11,2262
9-6F,22071,Orleans,2,93,95,11,2316
42A,22087,St. Bernard,177,93,270,32,16494
4-2,22089,St. Charles,375,93,468,56,2709
28,22101,St. Mary,126,93,219,26,2991
902,22103,St. Tammany,73,93,166,20,3077
S11,22103,St. Tammany,192,93,285,34,3122
74,22005,Ascension,0,94,94,11,7192
4-1,22007,Assumption,44,94,138,16,159
10,22017,Caddo,295,94,389,47,352
10-12,22057,Lafourche,137,94,231,27,1705
15-1,22071,Orleans,41,94,135,16,2305
C26,22079,Rapides,163,94,257,31,2553
9-5,22099,St. Martin,219,94,313,37,2912
7-1,22013,Bienville,58,95,153,18,285
3-1,22015,Bossier,152,95,247,29,339
400,22019,Calcasieu,247,95,342,41,554
1,22027,Claiborne,167,95,262,31,678
91,22051,Jefferson,159,95,254,30,1322
52,22067,Morehouse,7,95,102,12,1908
8-2,22075,Plaquemines,76,95,171,20,16177
14,22101,St. Mary,43,95,138,16,2978
419,22103,St. Tammany,325,95,420,50,3044
C03,22103,St. Tammany,210,95,305,36,3010
73,22105,Tangipahoa,236,95,331,40,3237
122A,22105,Tangipahoa,383,95,478,57,3223
25,22113,Vermilion,479,95,574,69,3386
2-7,22015,Bossier,249,96,345,41,338
4-2,22015,Bossier,501,96,597,72,325
467,22019,Calcasieu,242,96,338,40,505
37,22051,Jefferson,228,96,324,39,1248
177,22051,Jefferson,145,96,241,29,1298
10-10,22057,Lafourche,172,96,268,32,1682
2-3,22057,Lafourche,158,96,254,30,1687
5-1B,22057,Lafourche,55,96,151,18,1684
17-18,22071,Orleans,157,96,253,30,2183
9-8,22071,Orleans,0,96,96,11,2296
6-2,22075,Plaquemines,149,96,245,29,16184
804,22103,St. Tammany,318,96,414,50,3072
S21,22103,St. Tammany,99,96,195,23,3060
41,22105,Tangipahoa,187,96,283,34,3157
137,22105,Tangipahoa,339,96,435,52,3158
32,22119,Webster,116,96,212,25,3543
6,22037,East Feliciana,168,97,265,32,14582
69,22051,Jefferson,223,97,320,38,1462
101,22055,Lafayette,613,97,710,85,1602
11-3,22071,Orleans,10,97,107,12,2090
14-14,22071,Orleans,142,97,239,28,2351
4-4,22071,Orleans,6,97,103,12,2321
7-42,22071,Orleans,74,97,171,20,2313
9-41D,22071,Orleans,54,97,151,18,2058
75,22073,Ouachita,675,97,772,93,2360
23,22077,Pointe Coupee,164,97,261,31,2482
3-4,22097,St. Landry,179,97,276,33,2862
303,22103,St. Tammany,257,97,354,42,3070
C08,22103,St. Tammany,97,97,194,23,3097
137C,22105,Tangipahoa,554,97,651,78,3165
1-3,22015,Bossier,243,98,341,41,343
337,22019,Calcasieu,270,98,368,44,536
861E,22019,Calcasieu,152,98,250,30,540
13C,22047,Iberville,4,98,102,12,1190
119,22051,Jefferson,237,98,335,40,1469
1-H,22051,Jefferson,273,98,371,44,1419
10-K,22051,Jefferson,203,98,301,36,1474
44,22055,Lafayette,216,98,314,37,1617
10-7,22071,Orleans,22,98,120,14,2260
9,22093,St. James,302,98,400,48,2758
5-2,22095,St. John the Baptist,34,98,132,15,2809
39,22101,St. Mary,109,98,207,25,2982
52,22109,Terrebonne,117,98,215,26,3262
4-11,22117,Washington,62,98,160,19,3527
16,22119,Webster,328,98,426,51,3541
4-1A,22015,Bossier,238,99,337,40,313
4,22051,Jefferson,234,99,333,40,1331
53,22051,Jefferson,279,99,378,45,1406
30,22055,Lafayette,317,99,416,50,15856
17,22063,Livingston,353,99,452,54,1832
4-9,22069,Natchitoches,113,99,212,25,1974
1-2,22071,Orleans,26,99,125,15,2304
4,22083,Richland,335,99,434,52,2625
7-3,22095,St. John the Baptist,115,99,214,25,2804
6-9,22097,St. Landry,136,99,235,28,2844
312,22103,St. Tammany,342,99,441,53,3135
2-6,22015,Bossier,39,100,139,16,329
3-2,22015,Bossier,146,100,246,29,348
23,22031,De Soto,522,100,622,75,739
2040,22039,Evangeline,101,100,201,24,1025
20,22047,Iberville,70,100,170,20,1196
89,22051,Jefferson,246,100,346,41,1351
229,22051,Jefferson,223,100,323,39,1394
1-2,22061,Lincoln,46,100,146,17,1748
6,22073,Ouachita,585,100,685,82,2423
107,22103,St. Tammany,449,100,549,66,3054
110,22103,St. Tammany,361,100,461,55,16503
141,22105,Tangipahoa,156,100,256,30,3213
7-1,22117,Washington,175,100,275,33,3513
4,22005,Ascension,305,101,406,49,120
33,22005,Ascension,435,101,536,64,136
45,22005,Ascension,29,101,130,15,113
1,22031,De Soto,12,101,113,13,764
7-1,22045,Iberia,291,101,392,47,1112
13B,22047,Iberville,5,101,106,12,1208
132,22051,Jefferson,63,101,164,19,1324
62,22055,Lafayette,3,101,104,12,1591
7-37A,22071,Orleans,14,101,115,13,1990
314,22103,St. Tammany,295,101,396,47,16504
111A,22105,Tangipahoa,38,101,139,16,3233
10B,22121,West Baton Rouge,30,101,131,15,5594
1-3B,22001,Acadia,126,102,228,27,52
78,22005,Ascension,334,102,436,52,15214
603,22019,Calcasieu,39,102,141,17,603
175,22051,Jefferson,122,102,224,27,1464
14,22063,Livingston,298,102,400,48,1800
32,22063,Livingston,247,102,349,42,1842
4-11,22071,Orleans,77,102,179,21,2085
4-5,22071,Orleans,7,102,109,13,2290
7-4,22095,St. John the Baptist,170,102,272,32,13287
1-3,22097,St. Landry,145,102,247,29,2851
1-5,22097,St. Landry,98,102,200,24,2826
15,22101,St. Mary,71,102,173,20,2985
418,22103,St. Tammany,334,102,436,52,3026
S03,22103,St. Tammany,254,102,356,43,3113
65,22109,Terrebonne,73,102,175,21,3334
15,22005,Ascension,345,103,448,54,118
2-22A,22015,Bossier,621,103,724,87,316
4-11B,22015,Bossier,525,103,628,75,350
42,22017,Caddo,2,103,105,12,443
5,22027,Claiborne,101,103,204,24,672
1-3,22029,Concordia,309,103,412,49,709
32,22031,De Soto,57,103,160,19,720
10,22055,Lafayette,188,103,291,35,1560
109,22055,Lafayette,694,103,797,96,1542
2-12,22057,Lafourche,382,103,485,58,1654
5-16,22071,Orleans,58,103,161,19,2122
9-1,22075,Plaquemines,127,103,230,27,16181
M10,22103,St. Tammany,452,103,555,67,3043
106,22105,Tangipahoa,130,103,233,28,3219
36,22109,Terrebonne,56,103,159,19,3273
10,22005,Ascension,464,104,568,68,102
26,22017,Caddo,229,104,333,40,447
10,22035,East Carroll,1,104,105,12,978
14-11,22071,Orleans,69,104,173,20,2123
7-33,22071,Orleans,20,104,124,15,2072
9-6D,22071,Orleans,0,104,104,12,2133
51,22087,St. Bernard,5,104,109,13,2672
7A,22093,St. James,1,104,105,12,12953
1-12,22097,St. Landry,179,104,283,34,2876
17,22101,St. Mary,80,104,184,22,2975
302,22103,St. Tammany,358,104,462,55,3067
A01,22103,St. Tammany,184,104,288,34,3019
2-4A,22009,Avoyelles,248,105,353,42,215
18,22047,Iberville,154,105,259,31,1173
202,22051,Jefferson,148,105,253,30,1284
35,22055,Lafayette,336,105,441,53,1630
42,22055,Lafayette,207,105,312,37,1642
1-6,22069,Natchitoches,54,105,159,19,1960
26,22073,Ouachita,81,105,186,22,2359
54,22073,Ouachita,551,105,656,79,2363
71,22073,Ouachita,498,105,603,72,2407
921,22103,St. Tammany,271,105,376,45,3112
72,22017,Caddo,244,106,350,42,480
37,22031,De Soto,146,106,252,30,734
155,22051,Jefferson,102,106,208,25,1382
47,22055,Lafayette,293,106,399,48,1628
7-1,22075,Plaquemines,39,106,145,17,16182
3,22077,Pointe Coupee,147,106,253,30,2459
10-1,22057,Lafourche,142,107,249,30,1708
10-14,22057,Lafourche,172,107,279,33,1677
12,22065,Madison,0,107,107,12,1878
14-15,22071,Orleans,113,107,220,26,2166
17-17,22071,Orleans,149,107,256,30,2006
52,22073,Ouachita,694,107,801,96,2384
102,22103,St. Tammany,581,107,688,83,3017
108,22103,St. Tammany,399,107,506,61,16505
505,22103,St. Tammany,427,107,534,64,3088
808,22103,St. Tammany,321,107,428,51,3084
117,22105,Tangipahoa,239,107,346,41,3182
3-3A,22001,Acadia,383,108,491,59,9
60,22031,De Soto,30,108,138,16,767
3-39,22033,East Baton Rouge,31,108,139,16,855
7,22051,Jefferson,247,108,355,42,1299
116,22051,Jefferson,131,108,239,28,1264
213A,22051,Jefferson,29,108,137,16,1490
16,22053,Jefferson Davis,101,108,209,25,1534
59,22055,Lafayette,156,108,264,31,1627
17-18A,22071,Orleans,180,108,288,34,2002
4-23,22071,Orleans,149,108,257,31,2232
77,22073,Ouachita,389,108,497,60,2378
11,22109,Terrebonne,326,108,434,52,3284
25,22109,Terrebonne,290,108,398,48,3319
133,22017,Caddo,216,109,325,39,414
463,22019,Calcasieu,416,109,525,63,510
38,22051,Jefferson,232,109,341,41,1452
95,22051,Jefferson,286,109,395,47,1418
11-K,22051,Jefferson,149,109,258,31,1471
30-K,22051,Jefferson,71,109,180,21,1407
34,22055,Lafayette,428,109,537,64,1569
1-7,22069,Natchitoches,160,109,269,32,1959
11-8,22071,Orleans,76,109,185,22,2069
6-6,22097,St. Landry,139,109,248,30,2848
801,22103,St. Tammany,450,109,559,67,3071
42,22105,Tangipahoa,58,109,167,20,3166
116,22105,Tangipahoa,231,109,340,41,3181
72,22109,Terrebonne,279,109,388,46,3324
87,22109,Terrebonne,248,109,357,43,3304
1-5,22127,Winn,10,109,119,14,3671
2-4-O,22003,Allen,134,110,244,29,88
8-2,22025,Catahoula,1,110,111,13,660
85,22051,Jefferson,211,110,321,38,1296
6-W,22051,Jefferson,127,110,237,28,1333
111,22055,Lafayette,777,110,887,107,1568
4-4,22057,Lafourche,182,110,292,35,1653
26A,22063,Livingston,346,110,456,55,1788
4-4,22069,Natchitoches,117,110,227,27,1971
13-13,22071,Orleans,8,110,118,14,2317
42,22073,Ouachita,595,110,705,85,2410
2-3,22089,St. Charles,286,110,396,47,2714
325,22019,Calcasieu,403,111,514,62,551
3-25,22033,East Baton Rouge,602,111,713,86,774
3-2,22045,Iberia,333,111,444,53,1155
4-1,22045,Iberia,8,111,119,14,1127
54,22051,Jefferson,179,111,290,35,1485
13-KA,22051,Jefferson,168,111,279,33,1283
4-2,22061,Lincoln,119,111,230,27,1758
15-15B,22071,Orleans,97,111,208,25,2167
2,22077,Pointe Coupee,17,111,128,15,2467
18,22077,Pointe Coupee,264,111,375,45,2457
10,22093,St. James,78,111,189,22,2761
3-2,22099,St. Martin,30,111,141,17,2911
5-4,22099,St. Martin,412,111,523,63,2910
7,22101,St. Mary,158,111,269,32,2974
903,22103,St. Tammany,350,111,461,55,3083
S15,22103,St. Tammany,150,111,261,31,3087
24,22111,Union,167,111,278,33,3360
2-21B,22015,Bossier,427,112,539,65,298
163,22019,Calcasieu,412,112,524,63,597
2-20,22033,East Baton Rouge,54,112,166,20,812
1081,22039,Evangeline,12,112,124,15,1031
13,22049,Jackson,84,112,196,23,1241
182,22051,Jefferson,91,112,203,24,1480
11,22063,Livingston,316,112,428,51,1828
15-12,22071,Orleans,15,112,127,15,2267
59,22073,Ouachita,194,112,306,37,2409
105,22103,St. Tammany,400,112,512,61,3133
502,22103,St. Tammany,436,112,548,66,3152
1-5B,22001,Acadia,85,113,198,23,3
2-12C,22015,Bossier,72,113,185,22,290
4-3D,22015,Bossier,305,113,418,50,10078
2-1,22025,Catahoula,45,113,158,19,645
38,22031,De Soto,68,113,181,21,742
1170,22039,Evangeline,23,113,136,16,1058
3,22051,Jefferson,291,113,404,48,1350
59,22051,Jefferson,262,113,375,45,1409
10-9,22057,Lafourche,143,113,256,30,1704
16,22067,Morehouse,2,113,115,13,1925
14-4,22071,Orleans,57,113,170,20,2065
10A,22077,Pointe Coupee,244,113,357,43,2470
C27,22079,Rapides,206,113,319,38,2540
706,22103,St. Tammany,392,113,505,61,3041
6-4,22001,Acadia,167,114,281,34,10
39,22005,Ascension,60,114,174,21,142
21,22017,Caddo,309,114,423,51,469
19A,22037,East Feliciana,261,114,375,45,14569
23,22047,Iberville,6,114,120,14,1175
3-W,22051,Jefferson,128,114,242,29,1356
12-13,22071,Orleans,4,114,118,14,2153
5-8,22071,Orleans,0,114,114,13,2281
6-1,22091,St. Helena,331,114,445,53,2745
4-4,22097,St. Landry,128,114,242,29,2821
6-11A,22097,St. Landry,50,114,164,19,2841
704,22103,St. Tammany,270,114,384,46,3148
88,22109,Terrebonne,416,114,530,64,3308
2,22051,Jefferson,306,115,421,50,1344
87,22051,Jefferson,218,115,333,40,1403
118,22051,Jefferson,284,115,399,48,1432
66,22055,Lafayette,47,115,162,19,1650
91,22055,Lafayette,576,115,691,83,1556
4-6,22057,Lafourche,238,115,353,42,1658
6-4,22057,Lafourche,100,115,215,26,1700
24C,22063,Livingston,627,115,742,89,1851
19,22101,St. Mary,115,115,230,27,2983
S19,22103,St. Tammany,38,115,153,18,3096
83,22109,Terrebonne,412,115,527,63,3295
4-4B,22015,Bossier,628,116,744,90,296
404,22019,Calcasieu,451,116,567,68,492
3-31,22033,East Baton Rouge,368,116,484,58,904
128,22051,Jefferson,160,116,276,33,1337
31,22055,Lafayette,347,116,463,56,1586
33,22055,Lafayette,559,116,675,81,1633
12-7,22071,Orleans,52,116,168,20,2249
1-28A,22097,St. Landry,85,116,201,24,2896
M04,22103,St. Tammany,216,116,332,40,3018
S01,22103,St. Tammany,380,116,496,60,3007
68,22109,Terrebonne,208,116,324,39,3292
143,22017,Caddo,435,117,552,66,398
183,22051,Jefferson,98,117,215,26,1363
103,22055,Lafayette,378,117,495,59,1585
2-5,22057,Lafourche,80,117,197,23,1701
10-1,22061,Lincoln,14,117,131,15,1755
9-35A,22071,Orleans,2,117,119,14,2327
C17,22079,Rapides,123,117,240,29,2514
C8,22079,Rapides,0,117,117,14,2552
S15,22079,Rapides,254,117,371,44,2493
M07,22103,St. Tammany,329,117,446,53,3062
12,22113,Vermilion,63,117,180,21,3376
28,22011,Beauregard,3,118,121,14,228
340,22019,Calcasieu,246,118,364,44,15219
3-53,22033,East Baton Rouge,364,118,482,58,866
7,22035,East Carroll,1,118,119,14,961
23,22053,Jefferson Davis,473,118,591,71,1525
10-3,22057,Lafourche,207,118,325,39,1714
6-3,22057,Lafourche,147,118,265,32,1709
9-1,22057,Lafourche,110,118,228,27,1678
14-17,22071,Orleans,55,118,173,20,2108
7-41,22071,Orleans,78,118,196,23,2268
8-4,22071,Orleans,3,118,121,14,2031
N12,22079,Rapides,467,118,585,70,2569
7-3,22081,Red River,65,118,183,22,2590
46,22101,St. Mary,1,118,119,14,2995
203,22103,St. Tammany,597,118,715,86,3024
408,22103,St. Tammany,482,118,600,72,3131
105,22017,Caddo,226,119,345,41,438
372,22019,Calcasieu,476,119,595,71,15220
45,22051,Jefferson,189,119,308,37,1438
55,22051,Jefferson,205,119,324,39,1486
3-1,22057,Lafourche,230,119,349,42,1715
13-7,22071,Orleans,51,119,170,20,2224
3-14,22071,Orleans,17,119,136,16,2295
5-10,22071,Orleans,3,119,122,14,2119
4-3,22081,Red River,4,119,123,14,2591
35,22083,Richland,42,119,161,19,2618
7-8,22095,St. John the Baptist,143,119,262,31,13276
M01,22103,St. Tammany,369,119,488,59,3020
35,22119,Webster,209,119,328,39,3555
3-1,22001,Acadia,313,120,433,52,12
42,22005,Ascension,67,120,187,22,131
306,22019,Calcasieu,382,120,502,60,557
403,22019,Calcasieu,242,120,362,43,537
371N,22019,Calcasieu,99,120,219,26,572
9,22031,De Soto,27,120,147,17,729
3-42,22033,East Baton Rouge,58,120,178,21,836
21,22037,East Feliciana,107,120,227,27,14564
5,22049,Jackson,53,120,173,20,1239
41,22055,Lafayette,220,120,340,41,1637
71,22055,Lafayette,221,120,341,41,1648
2-7,22069,Natchitoches,14,120,134,16,1970
35,22073,Ouachita,308,120,428,51,2357
C10,22079,Rapides,6,120,126,15,2568
310,22103,St. Tammany,515,120,635,76,3064
40A,22105,Tangipahoa,208,120,328,39,3203
19,22109,Terrebonne,287,120,407,49,3318
158,22017,Caddo,605,121,726,87,366
1-64,22033,East Baton Rouge,115,121,236,28,833
4-4,22045,Iberia,81,121,202,24,1165
6-1,22061,Lincoln,373,121,494,59,1749
12-10,22071,Orleans,74,121,195,23,2191
1-1,22075,Plaquemines,70,121,191,23,2449
19A,22077,Pointe Coupee,77,121,198,23,2455
C19,22079,Rapides,68,121,189,22,2499
M05,22103,St. Tammany,151,121,272,32,3030
1,22107,Tensas,160,121,281,34,3246
1-2,22015,Bossier,276,122,398,48,295
318,22019,Calcasieu,88,122,210,25,559
1-13,22033,East Baton Rouge,5,122,127,15,875
3-43,22033,East Baton Rouge,486,122,608,73,952
77,22051,Jefferson,330,122,452,54,1262
213C,22051,Jefferson,7,122,129,15,1372
4-H,22051,Jefferson,356,122,478,57,1500
74,22055,Lafayette,189,122,311,37,1589
86,22055,Lafayette,739,122,861,104,1555
10-9,22071,Orleans,71,122,193,23,2241
5-5,22071,Orleans,2,122,124,15,2285
3-1A,22099,St. Martin,4,122,126,15,2928
410,22103,St. Tammany,438,122,560,67,3068
812,22103,St. Tammany,352,122,474,57,3052
43,22105,Tangipahoa,24,122,146,17,3230
43,22109,Terrebonne,293,122,415,50,3288
11,22111,Union,183,122,305,36,3342
8-2,22117,Washington,81,122,203,24,3514
4-8A,22015,Bossier,338,123,461,55,306
1-3,22045,Iberia,129,123,252,30,1162
28,22055,Lafayette,523,123,646,78,15854
61,22055,Lafayette,8,123,131,15,1575
20,22065,Madison,0,123,123,14,1881
15-18,22071,Orleans,55,123,178,21,2299
24,22087,St. Bernard,157,123,280,33,2679
6-6,22095,St. John the Baptist,11,123,134,16,13281
S08,22103,St. Tammany,243,123,366,44,3061
137B,22105,Tangipahoa,148,123,271,32,3229
3,22005,Ascension,451,124,575,69,99
165,22019,Calcasieu,318,124,442,53,600
1-57,22033,East Baton Rouge,119,124,243,29,901
84,22055,Lafayette,521,124,645,78,1632
9-26,22071,Orleans,1,124,125,15,2130
6-2,22125,West Feliciana,154,124,278,33,3622
5-9,22003,Allen,77,125,202,24,89
102,22017,Caddo,310,125,435,52,465
93,22027,Claiborne,21,125,146,17,679
1-4,22029,Concordia,22,125,147,17,696
3030,22039,Evangeline,172,125,297,35,1024
122,22051,Jefferson,370,125,495,59,1290
13-KB,22051,Jefferson,16,125,141,17,1507
3,22055,Lafayette,362,125,487,58,1623
C11B,22079,Rapides,1,125,126,15,12325
34,22083,Richland,310,125,435,52,2607
44,22101,St. Mary,15,125,140,16,2967
4-2,22029,Concordia,191,126,317,38,702
1-43,22033,East Baton Rouge,319,126,445,53,857
1-93,22033,East Baton Rouge,24,126,150,18,877
8-2,22045,Iberia,496,126,622,75,1146
121,22051,Jefferson,321,126,447,54,1328
S25,22103,St. Tammany,57,126,183,22,3124
8,22109,Terrebonne,353,126,479,57,3277
26,22111,Union,93,126,219,26,3348
1-4,22003,Allen,5,127,132,15,81
4-9,22015,Bossier,432,127,559,67,342
3-11,22033,East Baton Rouge,41,127,168,20,921
37,22055,Lafayette,490,127,617,74,1598
39,22055,Lafayette,201,127,328,39,1649
2-13,22057,Lafourche,237,127,364,44,1680
6-2,22057,Lafourche,366,127,493,59,1691
6-6,22089,St. Charles,17,127,144,17,2720
70,22105,Tangipahoa,381,127,508,61,3227
119,22105,Tangipahoa,157,127,284,34,3205
38,22109,Terrebonne,200,127,327,39,3298
34,22119,Webster,33,127,160,19,3545
2-1,22009,Avoyelles,242,128,370,44,15207
2-4,22015,Bossier,585,128,713,86,307
115,22017,Caddo,690,128,818,98,9764
1-89,22033,East Baton Rouge,355,128,483,58,894
51,22051,Jefferson,308,128,436,52,1336
8-H,22051,Jefferson,436,128,564,68,1371
24,22065,Madison,5,128,133,16,1875
145,22105,Tangipahoa,487,128,615,74,3178
121A,22105,Tangipahoa,280,128,408,49,3240
69,22109,Terrebonne,515,128,643,77,3276
5-2,22007,Assumption,204,129,333,40,156
2-17B,22015,Bossier,68,129,197,23,322
861W,22019,Calcasieu,102,129,231,27,591
94,22051,Jefferson,337,129,466,56,1414
12-K,22051,Jefferson,472,129,601,72,1484
11-2,22057,Lafourche,474,129,603,72,1694
14-5,22071,Orleans,97,129,226,27,2182
3-20,22071,Orleans,19,129,148,17,2045
S18,22079,Rapides,52,129,181,21,2491
108,22105,Tangipahoa,174,129,303,36,3225
129,22105,Tangipahoa,24,129,153,18,3172
149,22105,Tangipahoa,614,129,743,89,3209
18,22109,Terrebonne,292,129,421,50,3309
12,22119,Webster,79,129,208,25,3568
2,22005,Ascension,624,130,754,91,132
800,22019,Calcasieu,142,130,272,32,488
3020,22039,Evangeline,123,130,253,30,1023
12-6,22045,Iberia,65,130,195,23,9113
127,22051,Jefferson,137,130,267,32,1317
129,22051,Jefferson,175,130,305,36,1340
1-W,22051,Jefferson,82,130,212,25,1286
98,22055,Lafayette,558,130,688,83,1645
14-8,22071,Orleans,105,130,235,28,2088
14-9,22071,Orleans,148,130,278,33,2331
27,22073,Ouachita,44,130,174,21,2387
24,22077,Pointe Coupee,103,130,233,28,2465
6-1,22097,St. Landry,140,130,270,32,2846
906,22103,St. Tammany,152,130,282,34,3048
45,22105,Tangipahoa,187,130,317,38,3238
20,22017,Caddo,267,131,398,48,462
5-3,22045,Iberia,77,131,208,25,1138
68,22051,Jefferson,271,131,402,48,1348
4-G,22051,Jefferson,32,131,163,19,1352
20,22067,Morehouse,58,131,189,22,1926
13-10,22071,Orleans,84,131,215,26,2134
S24,22103,St. Tammany,24,131,155,18,3066
11,22017,Caddo,451,132,583,70,409
16,22017,Caddo,435,132,567,68,394
76,22017,Caddo,356,132,488,59,9762
101,22017,Caddo,269,132,401,48,400
336,22019,Calcasieu,397,132,529,64,519
9,22063,Livingston,349,132,481,58,1793
1-1,22069,Natchitoches,18,132,150,18,1949
15-14D,22071,Orleans,12,132,144,17,2310
401,22103,St. Tammany,396,132,528,63,3092
909,22103,St. Tammany,190,132,322,38,3023
C09,22103,St. Tammany,349,132,481,58,3013
S22,22103,St. Tammany,200,132,332,40,3028
101,22105,Tangipahoa,134,132,266,32,3199
102,22105,Tangipahoa,243,132,375,45,3176
3-3B,22117,Washington,22,132,154,18,3529
2-3,22007,Assumption,165,133,298,36,149
4-4A,22015,Bossier,508,133,641,77,293
132,22017,Caddo,477,133,610,73,380
3-19,22033,East Baton Rouge,743,133,876,105,773
11,22051,Jefferson,213,133,346,41,1421
136,22051,Jefferson,110,133,243,29,1391
248,22051,Jefferson,106,133,239,28,1368
2-G,22051,Jefferson,91,133,224,27,1308
2-W,22051,Jefferson,7,133,140,16,1265
9-G,22051,Jefferson,219,133,352,42,1288
70,22055,Lafayette,190,133,323,39,1620
102,22055,Lafayette,698,133,831,100,1588
4-5,22057,Lafourche,282,133,415,50,1683
